Channel 1
Axis [s],ROI1 [],ROI2 [],ROI3 []
16.257,152.912162162162,148.687574198655,10.075
16.324,155.655405405405,148.421646220815,9.0875
16.393,150.641891891892,150.096359319351,9.7375
16.46,152.459459459459,149.269291650178,8.375
16.527,155.216216216216,148.595963593194,8.975
16.597,146.97972972973,149.371982588049,8.85
16.665,154.02027027027,148.682825484765,7.675
16.732,151.986486486486,148.570637119114,11.2125
16.799,155.060810810811,149.390977443609,9.725
16.866,156.108108108108,149.53957261575,10.1625
16.933,152.331081081081,149.160664819945,9.95
17.006,153.567567567568,149.408587257618,10.975
17.073,158.97972972973,148.851998417095,10.7125
17.142,149.648648648649,147.059754649782,9.75
17.21,153.722972972973,149.114166996438,12.2125
17.277,155.209459459459,147.849228333993,8.15
17.345,143.628378378378,148.779382667194,10.5125
17.412,146.655405405405,148.62346656114,10.6125
17.48,154.189189189189,148.053225168184,11.3
17.549,153.540540540541,148.839928769292,11.6875
17.616,145.702702702703,146.998219232291,9.5375
17.683,156.837837837838,148.87811634349,7.8375
17.754,151.945945945946,148.166402849228,9.9875
17.821,154.891891891892,149.388603086664,9.875
17.888,154.533783783784,148.148595172141,9.0375
17.955,153.243243243243,148.506133755441,10.2
18.022,156.939189189189,148.789671547289,9.3875
18.09,151.77027027027,147.682627621686,10.375
18.161,153.581081081081,149.662643450732,9.975
18.228,152.594594594595,148.222595963593,8.1
18.299,155.560810810811,148.750890383854,8.5
18.366,146.804054054054,148.242580134547,7.425
18.433,159.702702702703,148.069449940641,9.3625
18.502,155.141891891892,147.199445983379,9.9125
18.569,152.722972972973,148.0949742778,10.25
18.636,156.824324324324,148.517016224772,8.4375
18.705,153.608108108108,147.481796596755,8.4625
18.772,158.398648648649,147.320142461417,10.725
18.84,151.662162162162,148.176691729323,11.4875
18.909,158.033783783784,146.41135734072,11.0125
18.976,159.851351351351,147.259794222398,9.2125
19.043,150.168918918919,147.278789077958,8.2625
19.113,152.878378378378,147.600910170162,8.875
19.18,149.331081081081,146.638899881282,10.625
19.247,155.722972972973,146.811832212109,9.6875
19.315,152.533783783784,146.571032845271,9.45
19.382,152.439189189189,146.604669568658,8.8875
19.449,153.263513513514,147.666402849228,8.2625
19.522,150.837837837838,146.375741986545,8.7375
19.589,149.986486486486,146.767906608627,9.725
19.658,158.25,147.944994064108,10.3625
19.725,150.074324324324,146.490106846063,12.8125
19.792,150.871621621622,146.792243767313,9.4375
19.861,157.648648648649,146.907202216066,10.85
19.928,156.283783783784,146.402453502176,9.925
19.995,151.405405405405,147.825089038385,7.675
20.065,154.189189189189,147.842698852394,8.5
20.132,146.797297297297,146.687969924812,9.5625
20.199,151.608108108108,147.243371586862,9.125
20.27,151.425675675676,147.61871784725,9.35
20.337,155.668918918919,147.572417886822,8.675
20.404,148.641891891892,147.296596755045,8.4125
20.471,150.574324324324,147.520182034032,7.475
