Channel 1
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,187.744444444444,185.758366420874,15.3086419753086
0.076,185.477777777778,181.832860654188,13.1481481481481
0.143,179.922222222222,179.836074872377,12.358024691358
0.211,175.2,176.654944223861,12.5925925925926
0.278,175.5,175.356778218945,14.2469135802469
0.349,177.088888888889,173.369446020042,12.6172839506173
0.416,170.266666666667,172.190017016449,17.0987654320988
0.483,175.477777777778,169.537908867461,14.6049382716049
0.552,171.6,169.411798071469,15.358024691358
0.619,175.477777777778,167.921724333522,13.9506172839506
0.686,174.088888888889,167.611268670826,12.6913580246914
0.756,170.033333333333,166.939118926073,14.283950617284
0.823,166.2,166.887313291738,14.4814814814815
0.891,161.844444444444,166.093212327472,13.7037037037037
0.961,163.155555555556,166.571752694271,11.5555555555556
1.028,159.755555555556,166.445074683305,15.9876543209877
1.096,170.844444444444,165.704859141615,14.8395061728395
1.163,164.311111111111,165.738135753451,12.4444444444444
1.23,165.255555555556,165.525241066364,13.3086419753086
1.297,171.511111111111,165.276800907544,12.0246913580247
1.37,172.188888888889,165.397428625449,14.320987654321
1.437,167.266666666667,165.258650028361,13.8765432098765
1.506,164.177777777778,164.5133295519,11.5308641975309
1.573,164.611111111111,164.607298166005,12.9876543209877
1.64,161.133333333333,164.004348648138,15.320987654321
1.708,164.611111111111,166.276422764228,12.2962962962963
1.776,163.622222222222,164.818869351484,14.2098765432099
1.843,162.866666666667,164.161845339384,13
1.913,159.111111111111,165.021176025714,14.6296296296296
1.98,156.544444444444,163.737379466818,14.8271604938272
2.047,168.822222222222,163.167895632445,15.1851851851852
2.118,160.444444444444,163.578937417281,12.8765432098765
2.185,170.722222222222,164.063528077141,14.3086419753086
2.252,159.422222222222,164.419550009454,13.3950617283951
2.319,165.8,164.212138400454,15.5308641975309
2.386,160.066666666667,163.323690678767,12.4938271604938
2.453,169.111111111111,163.419739081112,15.037037037037
2.525,153.877777777778,163.747589336358,13
2.592,160.933333333333,163.47022121384,15.1481481481481
2.661,154.088888888889,164.1355643789,13.9382716049383
2.728,167.566666666667,163.706749858196,15.1851851851852
2.796,170.077777777778,163.848553601815,14.0123456790123
2.866,160.622222222222,163.458498771034,13.7901234567901
2.933,168.144444444444,163.407260351673,13.7654320987654
3,166.8,163.509737190395,13.4691358024691
3.069,167.133333333333,163.768387218756,14.1358024691358
3.136,168.5,164.27717905086,13.7654320987654
3.203,163.322222222222,163.458876914351,16
3.273,165.277777777778,163.784269238041,15.1234567901235
3.34,162.466666666667,163.584609567026,14.4567901234568
3.435,,,
3.502,,,
3.579,44.0555555555556,141.350538854226,16.0123456790123
3.646,57.3888888888889,151.814520703347,14.1728395061728
3.713,66.2888888888889,151.335413121573,13.3950617283951
3.781,76.5888888888889,152.234826999433,12.5679012345679
3.848,83.5666666666667,152.707128001513,16.3827160493827
3.915,92.0555555555556,153.681603327661,13.9012345679012
3.982,95.9888888888889,152.389676687465,12.320987654321
4.049,98.5555555555556,154.163546984307,17.358024691358
4.116,101.077777777778,153.237284930989,16.1851851851852
4.183,111.222222222222,153.790319531102,16.1604938271605
4.251,100.755555555556,153.520703346568,13.9506172839506
4.318,107.155555555556,153.495367744375,14.4320987654321
4.385,114.844444444444,154.095103044054,15.1975308641975
4.452,115.633333333333,152.826054074494,14.6049382716049
4.519,117.811111111111,153.988277557194,13.679012345679
4.586,115.755555555556,154.040650406504,14.3086419753086
4.653,113.4,153.536018150879,13.1234567901235
4.721,113.188888888889,152.78540366799,15.2469135802469
4.788,120.733333333333,153.549064095292,12.679012345679
4.855,120.322222222222,153.021176025714,14.7901234567901
4.922,127.422222222222,154.961240310078,13.5185185185185
4.989,124.066666666667,152.869351484213,17.0246913580247
5.056,130.222222222222,154.986575912271,15.4567901234568
5.123,119.422222222222,155.002457931556,17.8271604938272
5.191,123.066666666667,153.617697107204,14.9876543209877
5.258,127.355555555556,153.190395159766,14.2469135802469
5.325,124.6,153.446020041596,15
5.392,131.2,154.51748912838,16.037037037037
5.459,130.622222222222,153.90451881263,14.2716049382716
5.526,126.133333333333,152.267914539611,14.5061728395062
5.593,135.311111111111,153.998487426735,15.3333333333333
5.661,135.344444444444,153.467006995651,12.6543209876543
5.728,135.522222222222,153.746833049726,14.3827160493827
5.795,137.088888888889,154.448288901494,12.2345679012346
5.862,133,154.156173189639,12.7777777777778
5.929,128.977777777778,155.030251465305,12.9753086419753
5.996,129.311111111111,153.366799016827,14.0864197530864
6.063,130.933333333333,154.44450746833,14.8518518518519
6.131,134.388888888889,153.235772357724,13.3333333333333
6.198,125.211111111111,154.03800340329,13.5925925925926
6.265,138,152.94252221592,14.358024691358
6.333,130.8,154.560408394782,14.5432098765432
6.401,137.488888888889,153.895065229722,13.6666666666667
6.468,140.422222222222,153.443940253356,13.320987654321
6.537,128.522222222222,152.874267347325,13.320987654321
6.604,142.755555555556,152.3962941955,15.4320987654321
6.671,133.388888888889,153.745131404802,13.5308641975309
